date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:10	107750/107750	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225ef6405e-1a4e6%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1571126770247-9a99e5f7eff7.jpeg	wp-content/uploads/2020/06/photo-1571126770247-9a99e5f7eff7.jpg	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:11	62983/62983	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:10%20GMT	https://dumpsterapp.mobi/introducing-the-latest-dumpster-upgrade/	introducing-the-latest-dumpster-upgrade/index.html	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:11%20GMT	https://dumpsterapp.mobi/4-ways-to-recover-deleted-photos-on-your-android-device/%20	4-ways-to-recover-deleted-photos-on-your-android-device/	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:12	39543/39543	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd2006b-9a77%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1588405765997-02255aff295a.jpeg	wp-content/uploads/2020/06/photo-1588405765997-02255aff295a.jpg	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:12	67051/67051	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:12%20GMT	https://dumpsterapp.mobi/the-most-useful-android-apps-in-everyday-life/	the-most-useful-android-apps-in-everyday-life/index.html	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:13%20GMT	https://dumpsterapp.mobi/how-to-recover-deleted-photos-from-phone-gallery/%20	how-to-recover-deleted-photos-from-phone-gallery/	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:14	8793/8793	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd20025-2259%22	https://dumpsterapp.mobi/wp-content/uploads/2020/07/photo-1586971761124-5433573e6338.jpeg	wp-content/uploads/2020/07/photo-1586971761124-5433573e6338.jpg	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:14	64004/64004	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:13%20GMT	https://dumpsterapp.mobi/4-ways-to-recover-deleted-photos-on-your-android-device/	4-ways-to-recover-deleted-photos-on-your-android-device/index.html	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:15	62285/62285	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:15%20GMT	https://dumpsterapp.mobi/how-to-recover-deleted-photos-from-phone-gallery/	how-to-recover-deleted-photos-from-phone-gallery/index.html	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:15%20GMT	https://dumpsterapp.mobi/the-fastest-way-to-find-airpods-on-android/%20	the-fastest-way-to-find-airpods-on-android/	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:16	13819/13819	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ffec-35fb%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1512221472476-7e439affc029.jpeg	wp-content/uploads/2020/06/photo-1512221472476-7e439affc029.jpg	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:18	18526/18526	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:18%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/963	wp-json/wp/v2/posts/963.json	(from https://dumpsterapp.mobi/issues-with-apps-running-on-android/)
14:16:18	832/832	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/issues-with-apps-running-on-android/feed/	issues-with-apps-running-on-android/feed/index.html	(from https://dumpsterapp.mobi/issues-with-apps-running-on-android/)
14:16:19	61684/61684	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:18%20GMT	https://dumpsterapp.mobi/the-fastest-way-to-find-airpods-on-android/	the-fastest-way-to-find-airpods-on-android/index.html	(from https://dumpsterapp.mobi/category/all/page/2/)
14:16:19	2874/2874	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:19%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fissues-with-apps-running-on-android%2F	wp-json/oembed/1.0/embed8ca4.json	(from https://dumpsterapp.mobi/issues-with-apps-running-on-android/)
14:16:20	2992/2992	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:16:20%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fissues-with-apps-running-on-android%2F&format=xml	wp-json/oembed/1.0/embed1a04	(from https://dumpsterapp.mobi/issues-with-apps-running-on-android/)
14:16:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:20%20GMT	https://dumpsterapp.mobi/?p=963	indexc9f9.html	(from https://dumpsterapp.mobi/issues-with-apps-running-on-android/)
14:16:21	18301/18301	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:21%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/965	wp-json/wp/v2/posts/965.json	(from https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/)
14:16:22	848/848	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/feed/	what-does-rooting-an-android-device-mean/feed/index.html	(from https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/)
14:16:22	2900/2900	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:22%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fwhat-does-rooting-an-android-device-mean%2F	wp-json/oembed/1.0/embed5a1c.json	(from https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/)
14:16:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:23%20GMT	https://dumpsterapp.mobi/?p=965	indexe2ec.html	(from https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/)
14:16:23	3016/3016	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:16:23%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fwhat-does-rooting-an-android-device-mean%2F&format=xml	wp-json/oembed/1.0/embed9b1a	(from https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/)
14:16:24	18263/18263	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:24%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/934	wp-json/wp/v2/posts/934.json	(from https://dumpsterapp.mobi/developing-an-android-app/)
14:16:26	802/802	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/developing-an-android-app/feed/	developing-an-android-app/feed/index.html	(from https://dumpsterapp.mobi/developing-an-android-app/)
14:16:26	2788/2788	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:26%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fdeveloping-an-android-app%2F	wp-json/oembed/1.0/embed2567.json	(from https://dumpsterapp.mobi/developing-an-android-app/)
14:16:26	46058/46058	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:27%20GMT	https://dumpsterapp.mobi/tips/	tips/index.html	(from https://dumpsterapp.mobi/what-does-rooting-an-android-device-mean/)
14:16:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:27%20GMT	https://dumpsterapp.mobi/?p=934	indexb82b.html	(from https://dumpsterapp.mobi/developing-an-android-app/)
14:16:27	2906/2906	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:16:27%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fdeveloping-an-android-app%2F&format=xml	wp-json/oembed/1.0/embed759c	(from https://dumpsterapp.mobi/developing-an-android-app/)
14:16:27	18945/18945	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:27%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/936	wp-json/wp/v2/posts/936.json	(from https://dumpsterapp.mobi/6-best-ways-to-backup-photos-in-2021/)
14:16:28	2823/2823	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:28%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F6-best-ways-to-backup-photos-in-2021%2F	wp-json/oembed/1.0/embede186.json	(from https://dumpsterapp.mobi/6-best-ways-to-backup-photos-in-2021/)
14:16:29	835/835	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/6-best-ways-to-backup-photos-in-2021/feed/	6-best-ways-to-backup-photos-in-2021/feed/index.html	(from https://dumpsterapp.mobi/6-best-ways-to-backup-photos-in-2021/)
14:16:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:29%20GMT	https://dumpsterapp.mobi/?p=936	indexb648.html	(from https://dumpsterapp.mobi/6-best-ways-to-backup-photos-in-2021/)
14:16:29	2941/2941	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:16:29%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F6-best-ways-to-backup-photos-in-2021%2F&format=xml	wp-json/oembed/1.0/embedbcce	(from https://dumpsterapp.mobi/6-best-ways-to-backup-photos-in-2021/)
14:16:30	17863/17863	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:30%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/925	wp-json/wp/v2/posts/925.json	(from https://dumpsterapp.mobi/best-photo-editing-apps-for-android-photographers/)
14:16:31	874/874	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/best-photo-editing-apps-for-android-photographers/feed/	best-photo-editing-apps-for-android-photographers/feed/index.html	(from https://dumpsterapp.mobi/best-photo-editing-apps-for-android-photographers/)
14:16:31	2911/2911	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:31%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fbest-photo-editing-apps-for-android-photographers%2F	wp-json/oembed/1.0/embedbd30.json	(from https://dumpsterapp.mobi/best-photo-editing-apps-for-android-photographers/)
14:16:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:32%20GMT	https://dumpsterapp.mobi/?p=925	indexd0d3.html	(from https://dumpsterapp.mobi/best-photo-editing-apps-for-android-photographers/)
14:16:32	3029/3029	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:16:32%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fbest-photo-editing-apps-for-android-photographers%2F&format=xml	wp-json/oembed/1.0/embed1aad	(from https://dumpsterapp.mobi/best-photo-editing-apps-for-android-photographers/)
14:16:33	16737/16737	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:33%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/928	wp-json/wp/v2/posts/928.json	(from https://dumpsterapp.mobi/10-most-useful-android-apps-in-everyday-life/)
14:16:34	859/859	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/10-most-useful-android-apps-in-everyday-life/feed/	10-most-useful-android-apps-in-everyday-life/feed/index.html	(from https://dumpsterapp.mobi/10-most-useful-android-apps-in-everyday-life/)
14:16:34	2920/2920	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:34%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F10-most-useful-android-apps-in-everyday-life%2F	wp-json/oembed/1.0/embedd08b.json	(from https://dumpsterapp.mobi/10-most-useful-android-apps-in-everyday-life/)
14:16:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:35%20GMT	https://dumpsterapp.mobi/?p=928	indexf065.html	(from https://dumpsterapp.mobi/10-most-useful-android-apps-in-everyday-life/)
14:16:35	3006/3006	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:16:35%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F10-most-useful-android-apps-in-everyday-life%2F&format=xml	wp-json/oembed/1.0/embed6678	(from https://dumpsterapp.mobi/10-most-useful-android-apps-in-everyday-life/)
14:16:36	4651/4651	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:36%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/1	wp-json/wp/v2/categories/1.json	(from https://dumpsterapp.mobi/category/android-terminology/)
14:16:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:37%20GMT	https://dumpsterapp.mobi/android-vs-iphone-which-is-best-for-photography/%20	android-vs-iphone-which-is-best-for-photography/	(from https://dumpsterapp.mobi/category/android-terminology/)
14:16:38	79876/79876	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/android-terminology/feed/	category/android-terminology/feed/index.html	(from https://dumpsterapp.mobi/category/android-terminology/)
14:16:39	222693/222693	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2260ed9fb4-365e5%22	https://dumpsterapp.mobi/wp-content/uploads/2021/06/yoann-siloine-_T4w3JDm6ug-unsplash-scaled.jpg	wp-content/uploads/2021/06/yoann-siloine-_T4w3JDm6ug-unsplash-scaled.jpg	(from https://dumpsterapp.mobi/category/android-terminology/)
14:16:39	56942/56942	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:39%20GMT	https://dumpsterapp.mobi/category/android-terminology/page/2/	category/android-terminology/page/2/index.html	(from https://dumpsterapp.mobi/category/android-terminology/)
14:16:40	4300/4300	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:40%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/7	wp-json/wp/v2/categories/7.json	(from https://dumpsterapp.mobi/category/cloud/)
14:16:41	22891/22891	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/cloud/feed/	category/cloud/feed/index.html	(from https://dumpsterapp.mobi/category/cloud/)
14:16:41	64266/64266	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:41%20GMT	https://dumpsterapp.mobi/android-vs-iphone-which-is-best-for-photography/	android-vs-iphone-which-is-best-for-photography/index.html	(from https://dumpsterapp.mobi/category/android-terminology/)
14:16:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:41%20GMT	https://dumpsterapp.mobi/best-android-cloud-backups-for-photos/%20	best-android-cloud-backups-for-photos/	(from https://dumpsterapp.mobi/category/cloud/)
14:16:42	28022/28022	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ff44-6d76%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1535400322381-ea5edafb8f7d.jpeg	wp-content/uploads/2020/06/photo-1535400322381-ea5edafb8f7d.jpg	(from https://dumpsterapp.mobi/category/cloud/)
14:16:43	62030/62030	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:43%20GMT	https://dumpsterapp.mobi/best-android-cloud-backups-for-photos/	best-android-cloud-backups-for-photos/index.html	(from https://dumpsterapp.mobi/category/cloud/)
14:16:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:43%20GMT	https://dumpsterapp.mobi/best-android-video-editing-apps-for-tiktok-2020/%20	best-android-video-editing-apps-for-tiktok-2020/	(from https://dumpsterapp.mobi/category/cloud/)
14:16:44	12355/12355	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ff2e-3043%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1579275530126-af715aa21c6c.jpeg	wp-content/uploads/2020/06/photo-1579275530126-af715aa21c6c.jpg	(from https://dumpsterapp.mobi/category/cloud/)
14:16:45	64390/64390	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:45%20GMT	https://dumpsterapp.mobi/best-android-video-editing-apps-for-tiktok-2020/	best-android-video-editing-apps-for-tiktok-2020/index.html	(from https://dumpsterapp.mobi/category/cloud/)
14:16:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:45%20GMT	https://dumpsterapp.mobi/how-to-backup-restore-whatsapp-messages-on-android/%20	how-to-backup-restore-whatsapp-messages-on-android/	(from https://dumpsterapp.mobi/category/cloud/)
14:16:46	74915/74915	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225e08a349-124a3%22	https://dumpsterapp.mobi/wp-content/uploads/2019/12/whatsapp-1357489_1280.jpg	wp-content/uploads/2019/12/whatsapp-1357489_1280.jpg	(from https://dumpsterapp.mobi/category/cloud/)
14:16:47	71603/71603	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:47%20GMT	https://dumpsterapp.mobi/how-to-backup-restore-whatsapp-messages-on-android/	how-to-backup-restore-whatsapp-messages-on-android/index.html	(from https://dumpsterapp.mobi/category/cloud/)
14:16:47	4675/4675	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:47%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/9	wp-json/wp/v2/categories/9.json	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:48	11145/11145	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/easy-troubleshooting/feed/	category/easy-troubleshooting/feed/index.html	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:48%20GMT	https://dumpsterapp.mobi/how-to-transfer-contacts-from-iphone-to-android/%20	how-to-transfer-contacts-from-iphone-to-android/	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:49	10018/10018	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ffc9-2722%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1579275542618-a1dfed5f54ba.jpeg	wp-content/uploads/2020/06/photo-1579275542618-a1dfed5f54ba.jpg	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:50	62576/62576	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:50%20GMT	https://dumpsterapp.mobi/how-to-transfer-contacts-from-iphone-to-android/	how-to-transfer-contacts-from-iphone-to-android/index.html	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:50%20GMT	https://dumpsterapp.mobi/how-to-restore-a-deleted-document-on-android/%20	how-to-restore-a-deleted-document-on-android/	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:51	26572/26572	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1fed2-67cc%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/Restoredocument.jpg	wp-content/uploads/2020/06/Restoredocument.jpg	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:52	61802/61802	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:52%20GMT	https://dumpsterapp.mobi/how-to-restore-a-deleted-document-on-android/	how-to-restore-a-deleted-document-on-android/index.html	(from https://dumpsterapp.mobi/category/easy-troubleshooting/)
14:16:52	4350/4350	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:52%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/2	wp-json/wp/v2/categories/2.json	(from https://dumpsterapp.mobi/category/popular/)
14:16:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:53%20GMT	https://dumpsterapp.mobi/featured-google-play-apps/%20	featured-google-play-apps/	(from https://dumpsterapp.mobi/category/popular/)
14:16:54	35855/35855	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/popular/feed/	category/popular/feed/index.html	(from https://dumpsterapp.mobi/category/popular/)
14:16:55	194605/194605	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2260eda132-2f82d%22	https://dumpsterapp.mobi/wp-content/uploads/2021/06/arthur-osipyan-5OyvN4Yx46E-unsplash.jpg	wp-content/uploads/2021/06/arthur-osipyan-5OyvN4Yx46E-unsplash.jpg	(from https://dumpsterapp.mobi/category/popular/)
14:16:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:55%20GMT	https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/%20	5-phone-safety-tips-apps-for-photographers/	(from https://dumpsterapp.mobi/category/popular/)
14:16:56	28000/28000	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ff5d-6d60%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1488926756850-a13b25e2f415.jpeg	wp-content/uploads/2020/06/photo-1488926756850-a13b25e2f415.jpg	(from https://dumpsterapp.mobi/category/popular/)
14:16:56	64653/64653	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:55%20GMT	https://dumpsterapp.mobi/featured-google-play-apps/	featured-google-play-apps/index.html	(from https://dumpsterapp.mobi/category/popular/)
14:16:57	62642/62642	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:57%20GMT	https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/	5-phone-safety-tips-apps-for-photographers/index.html	(from https://dumpsterapp.mobi/category/popular/)
14:16:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:16:57%20GMT	https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/%20	7-easy-ways-to-block-hackers-from-your-android-phone/	(from https://dumpsterapp.mobi/category/popular/)
14:16:58	20939/20939	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1fd71-51cb%22	https://dumpsterapp.mobi/wp-content/uploads/2020/04/Dumpster.jpeg	wp-content/uploads/2020/04/Dumpster.jpg	(from https://dumpsterapp.mobi/category/popular/)
14:16:59	63871/63871	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:16:59%20GMT	https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/	7-easy-ways-to-block-hackers-from-your-android-phone/index.html	(from https://dumpsterapp.mobi/category/popular/)
14:16:59	4729/4729	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:16:59%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/3	wp-json/wp/v2/categories/3.json	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:17:00%20GMT	https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/%20	how-to-recover-deleted-songs-on-android/	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:01	41087/41087	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/restore-photos-video/feed/	category/restore-photos-video/feed/index.html	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:02	11990/11990	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ff89-2ed6%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1505740420928-5e560c06d30e.jpeg	wp-content/uploads/2020/06/photo-1505740420928-5e560c06d30e.jpg	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:02	54697/54697	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:17:02%20GMT	https://dumpsterapp.mobi/category/restore-photos-video/page/2/	category/restore-photos-video/page/2/index.html	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:17:03%20GMT	https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/%20	how-to-recover-deleted-apps-on-android/	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:04	61769/61769	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:17:04%20GMT	https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/	how-to-recover-deleted-songs-on-android/index.html	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:04	37126/37126	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1ff73-9106%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1502201563651-826cbb30c3dd.jpeg	wp-content/uploads/2020/06/photo-1502201563651-826cbb30c3dd.jpg	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:17:04%20GMT	https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/%20	how-do-i-undelete-a-podcast-recording/	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:05	34442/34442	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1fefc-868a%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/photo-1589903308904-1010c2294adc.jpeg	wp-content/uploads/2020/06/photo-1589903308904-1010c2294adc.jpg	(from https://dumpsterapp.mobi/category/restore-photos-video/)
14:17:06	62099/62099	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:17:05%20GMT	https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/	how-to-recover-deleted-apps-on-android/index.html	(from https://dumpsterapp.mobi/category/restore-photos-video/)
